EmployeeId,Age,Ageband,Gender,Department,JobRole,BusinessTravel,MaritalStatus,TenureBand,YearsInCurrentRole,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,MonthlyIncome,OverTime,Attrition,AttritionFlag,YearsAtCompany
1562,30,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,8,2,1,2,4,3,3,9714,false,true,1,10
1563,38,35-44, Male,Human Resources,Human Resources,Travel_Frequently,Married,5-10 Years,3,3,3,3,3,3,3,6077,false,false,0,6
1564,35,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,3-5  Years,0,2,1,4,2,3,3,2450,false,false,0,3
1568,30,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,3-5  Years,2,3,2,3,2,3,3,9250,false,false,0,4
1569,35,35-44,Female,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,1-3 Years,0,3,1,1,4,3,3,2074,true,true,1,1
1572,53,45-54,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,10+ Years,7,2,4,3,2,3,3,10169,false,true,1,33
1573,38,35-44, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,5-10 Years,2,3,2,3,1,3,3,4855,false,true,1,5
1574,32,25-34, Male,Research & Development,Research Scientist,Non-Travel,Married,5-10 Years,5,3,1,4,2,2,3,4087,false,false,0,6
1576,48,45-54,Female,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,2,3,1,3,4,2,3,2367,false,false,0,8
1577,34,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Single,1-3 Years,0,3,4,1,3,1,3,2972,false,false,0,1
1578,55,55+, Male,Sales,Manager,Travel_Rarely,Married,10+ Years,6,2,4,3,3,3,4,19586,false,false,0,36
1580,34,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,1-3 Years,2,3,4,2,2,2,3,5484,false,false,0,2
1581,26,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Married,1-3 Years,0,3,4,1,1,3,4,2061,false,false,0,1
1582,38,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,8,3,2,3,4,3,3,9924,false,false,0,9
1583,38,35-44,Female,Sales,Sales Executive,Travel_Rarely,Single,3-5  Years,2,3,2,2,2,4,3,4198,false,false,0,3
1585,36,35-44,Female,Sales,Sales Executive,Travel_Rarely,Single,1-3 Years,0,3,3,2,1,3,3,6815,false,false,0,1
1586,29,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,10+ Years,9,3,1,2,4,3,3,4723,true,false,0,10
1587,35,35-44,Female,Research & Development,Healthcare Representative,Travel_Rarely,Single,5-10 Years,2,3,3,1,3,3,3,6142,true,false,0,5
1588,39,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,6,4,3,4,1,3,3,8237,false,false,0,7
1590,29,25-34, Male,Research & Development,Healthcare Representative,Travel_Frequently,Divorced,5-10 Years,4,3,4,1,4,4,3,8853,false,false,0,6
1591,50,45-54, Male,Sales,Manager,Travel_Rarely,Married,1-3 Years,0,3,3,3,3,3,3,19331,true,false,0,1
1592,23,<25, Male,Research & Development,Research Scientist,Travel_Rarely,Married,1-3 Years,2,4,3,4,4,3,3,2073,false,false,0,2
1594,36,35-44, Male,Research & Development,Laboratory Technician,Travel_Frequently,Married,3-5  Years,2,4,1,1,4,3,3,5562,true,false,0,3
1595,42,35-44, Male,Research & Development,Manager,Travel_Rarely,Single,1-3 Years,0,2,4,4,4,3,4,19613,false,false,0,1
1596,35,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,10+ Years,9,4,3,2,4,2,3,3407,false,false,0,10
1597,34,25-34, Male,Research & Development,Healthcare Representative,Travel_Frequently,Married,5-10 Years,2,2,3,4,2,2,3,5063,false,false,0,8
1598,40,35-44,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,4,3,1,4,3,3,3,4639,false,false,0,5
1599,43,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,5-10 Years,4,4,2,4,3,3,3,4876,false,false,0,6
1601,35,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,1-3 Years,0,2,4,3,4,2,3,2690,false,false,0,1
1602,46,45-54, Male,Sales,Manager,Travel_Rarely,Single,10+ Years,0,4,1,4,2,1,3,17567,false,false,0,26
1604,28,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,1-3 Years,1,3,2,3,3,3,3,2408,true,true,1,1
1605,22,<25,Female,Research & Development,Research Scientist,Non-Travel,Married,3-5  Years,2,2,3,2,2,2,3,2814,true,false,0,4
1606,50,45-54, Male,Research & Development,Healthcare Representative,Travel_Frequently,Married,10+ Years,8,3,3,2,3,3,3,11245,true,false,0,30
1607,32,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Married,3-5  Years,2,4,4,2,4,3,3,3312,false,false,0,3
1608,44,35-44,Female,Research & Development,Research Director,Travel_Rarely,Divorced,10+ Years,7,3,4,2,4,2,3,19049,true,false,0,22
1609,30,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,4,2,2,2,2,2,3,2141,false,false,0,6
1611,45,45-54,Female,Research & Development,Laboratory Technician,Travel_Rarely,Single,10+ Years,7,1,1,3,1,3,3,5769,true,false,0,10
1612,45,45-54, Male,Sales,Sales Executive,Non-Travel,Married,10+ Years,7,2,1,1,1,3,3,4385,false,false,0,10
1613,31,25-34, Male,Sales,Sales Executive,Travel_Frequently,Single,5-10 Years,2,3,1,4,4,3,3,5332,false,false,0,5
1614,36,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,3-5  Years,2,3,3,3,2,3,3,4663,true,false,0,3
1615,34,25-34, Male,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,5-10 Years,7,4,4,3,1,3,3,4724,false,false,0,9
1617,49,45-54,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,6,3,1,3,4,2,3,3211,false,false,0,9
1618,39,35-44, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,5-10 Years,7,3,1,2,4,3,3,5377,false,false,0,7
1619,27,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,5-10 Years,7,2,1,4,1,3,3,4066,false,false,0,7
1621,35,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Married,10+ Years,15,4,1,2,4,3,3,5208,false,false,0,16
1622,28,25-34,Female,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,5-10 Years,3,1,1,2,2,2,4,4877,false,false,0,5
1623,21,<25, Male,Research & Development,Research Scientist,Travel_Rarely,Single,1-3 Years,2,3,4,3,3,3,3,3117,false,false,0,2
1624,18,<25,Female,Sales,Sales Representative,Travel_Frequently,Single,<1Year,0,3,4,2,3,4,3,1569,true,true,1,0
1625,47,45-54,Female,Human Resources,Manager,Travel_Rarely,Married,5-10 Years,2,3,3,4,3,3,3,19658,false,false,0,5
1627,39,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,10+ Years,8,2,3,3,4,3,3,3069,false,false,0,10
1628,40,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,10+ Years,15,2,3,1,4,3,3,10435,false,false,0,18
1630,35,35-44,Female,Research & Development,Healthcare Representative,Non-Travel,Married,10+ Years,11,3,3,3,4,3,3,4148,false,false,0,14
1631,37,35-44, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,3-5  Years,3,3,3,3,1,2,3,5768,false,false,0,4
1633,39,35-44,Female,Research & Development,Manufacturing Director,Travel_Frequently,Single,5-10 Years,2,3,3,1,4,1,3,5042,false,false,0,9
1635,45,45-54,Female,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,10+ Years,7,2,4,4,1,3,3,5770,false,false,0,10
1638,38,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,5-10 Years,4,2,3,4,4,4,3,7756,true,false,0,5
1639,35,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,12,2,1,4,3,3,3,10306,false,true,1,13
1640,37,35-44,Female,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,4,3,2,2,1,1,3,3936,false,false,0,8
1641,40,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Single,3-5  Years,2,3,4,3,4,2,3,7945,true,false,0,4
1642,44,35-44, Male,Human Resources,Human Resources,Travel_Frequently,Married,10+ Years,7,3,4,1,3,3,3,5743,true,false,0,10
1644,48,45-54, Male,Research & Development,Manager,Travel_Frequently,Married,1-3 Years,2,2,4,3,2,3,4,15202,false,false,0,2
1645,35,35-44, Male,Sales,Sales Executive,Travel_Rarely,Divorced,1-3 Years,2,1,4,1,4,2,3,5440,true,true,1,2
1646,24,<25,Female,Research & Development,Research Scientist,Travel_Frequently,Single,5-10 Years,3,3,4,1,3,3,3,3760,true,false,0,6
1647,27,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Married,3-5  Years,2,4,3,2,1,3,3,3517,false,false,0,3
1648,27,25-34, Male,Research & Development,Research Scientist,Travel_Frequently,Single,3-5  Years,2,3,4,4,3,2,3,2580,false,false,0,4
1649,40,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,3-5  Years,2,3,1,1,2,1,3,2166,true,true,1,4
1650,29,25-34, Male,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,2,2,3,3,3,3,3,5869,false,false,0,5
1651,36,35-44,Female,Research & Development,Healthcare Representative,Travel_Rarely,Married,3-5  Years,2,3,1,2,3,3,3,8008,false,false,0,3
1653,25,25-34, Male,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,5-10 Years,7,4,3,4,3,3,3,5206,false,false,0,7
1654,39,35-44, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,5-10 Years,4,3,2,4,3,3,4,5295,false,false,0,5
1655,49,45-54,Female,Research & Development,Research Director,Travel_Rarely,Married,3-5  Years,2,3,2,1,2,3,3,16413,false,false,0,4
1656,50,45-54,Female,Research & Development,Research Director,Travel_Rarely,Divorced,10+ Years,11,2,1,4,3,3,3,13269,false,false,0,14
1657,20,<25,Female,Sales,Sales Representative,Travel_Rarely,Single,1-3 Years,2,3,3,3,1,3,3,2783,false,false,0,2
1658,34,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Divorced,10+ Years,8,3,2,4,3,3,3,5433,false,false,0,11
1659,36,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,3-5  Years,3,3,2,1,3,3,3,2013,false,false,0,4
1661,49,45-54,Female,Research & Development,Healthcare Representative,Travel_Rarely,Married,10+ Years,11,2,3,3,2,3,3,13966,true,false,0,15
1662,36,35-44,Female,Research & Development,Manufacturing Director,Non-Travel,Married,3-5  Years,2,2,3,4,3,3,3,4374,false,false,0,3
1664,36,35-44, Male,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,5-10 Years,4,4,1,4,1,3,4,6842,false,false,0,5
1665,54,45-54,Female,Research & Development,Manager,Travel_Rarely,Married,10+ Years,8,3,3,2,3,3,4,17426,false,false,0,10
1666,43,35-44, Male,Research & Development,Research Director,Travel_Rarely,Married,10+ Years,10,2,3,3,1,3,4,17603,false,false,0,14
1667,35,35-44, Male,Sales,Sales Executive,Travel_Frequently,Single,10+ Years,9,3,4,4,1,4,4,4581,true,true,1,11
1668,38,35-44, Male,Research & Development,Research Scientist,Travel_Frequently,Married,10+ Years,11,3,4,4,4,4,3,4735,false,false,0,13
1669,29,25-34, Male,Sales,Sales Executive,Travel_Rarely,Divorced,10+ Years,0,2,2,1,2,2,3,4187,true,false,0,10
1670,33,25-34, Male,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,2,3,4,4,3,3,3,5505,false,false,0,6
1671,32,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Divorced,5-10 Years,5,3,2,4,3,2,3,5470,false,false,0,9
1673,31,25-34,Female,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,0,3,4,1,1,3,3,5476,false,false,0,10
1674,49,45-54,Female,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,1-3 Years,2,3,1,4,2,2,3,2587,true,false,0,2
1675,38,35-44,Female,Research & Development,Laboratory Technician,Travel_Frequently,Single,3-5  Years,3,2,2,4,2,3,4,2440,false,false,0,4
1676,47,45-54,Female,Sales,Manager,Travel_Rarely,Divorced,3-5  Years,2,4,2,2,3,3,3,15972,false,false,0,3
1677,49,45-54, Male,Research & Development,Manager,Travel_Rarely,Single,5-10 Years,7,3,3,3,1,3,3,15379,false,false,0,8
1678,41,35-44, Male,Sales,Sales Executive,Travel_Rarely,Single,1-3 Years,0,3,3,4,4,3,3,7082,true,false,0,2
1680,20,<25, Male,Sales,Sales Representative,Travel_Rarely,Single,1-3 Years,2,3,1,4,1,3,3,2728,false,false,0,2
1681,33,25-34,Female,Sales,Sales Executive,Non-Travel,Divorced,5-10 Years,5,3,4,3,3,3,4,5368,true,false,0,6
1682,36,35-44, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,3-5  Years,2,3,3,1,2,2,3,5347,false,false,0,3
1683,44,35-44,Female,Human Resources,Human Resources,Travel_Rarely,Divorced,1-3 Years,2,3,4,3,1,3,3,3195,true,false,0,2
1684,23,<25, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,5-10 Years,4,2,3,4,1,3,3,3989,true,true,1,5
1687,38,35-44,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,<1Year,0,3,3,4,4,2,3,3306,false,false,0,0
1689,53,45-54, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,3-5  Years,3,4,4,2,3,3,3,7005,false,false,0,4
1691,48,45-54,Female,Sales,Sales Representative,Travel_Frequently,Married,5-10 Years,7,3,3,4,3,3,3,2655,true,true,1,9
1692,32,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,1-3 Years,0,3,2,4,1,3,3,1393,false,true,1,1
1693,26,25-34, Male,Research & Development,Laboratory Technician,Non-Travel,Single,5-10 Years,7,3,4,4,3,3,4,2570,false,false,0,7
1694,55,55+, Male,Research & Development,Research Scientist,Travel_Rarely,Divorced,3-5  Years,2,2,2,1,4,3,3,3537,false,false,0,4
1696,34,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,10+ Years,10,2,4,2,3,4,3,3986,false,false,0,15
1697,60,55+, Male,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,1-3 Years,0,1,4,3,3,4,4,10883,false,false,0,1
1698,33,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,10+ Years,11,4,2,2,4,3,3,2028,false,false,0,14
1700,37,35-44, Male,Sales,Sales Executive,Travel_Frequently,Divorced,5-10 Years,3,1,4,3,3,2,3,9525,false,false,0,6
1701,34,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Married,10+ Years,9,2,4,2,2,3,3,2929,false,false,0,10
1702,23,<25, Male,Sales,Sales Representative,Travel_Rarely,Divorced,3-5  Years,2,3,4,3,2,3,4,2275,true,true,1,3
1703,44,35-44,Female,Research & Development,Healthcare Representative,Travel_Rarely,Married,5-10 Years,7,4,4,3,2,3,3,7879,true,false,0,8
1704,35,35-44, Male,Research & Development,Research Scientist,Travel_Frequently,Single,5-10 Years,4,2,4,1,3,4,3,4930,true,false,0,5
1706,43,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,9,3,4,4,1,3,3,7847,true,false,0,10
1707,24,<25, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,3,4,3,3,4,3,3,4401,false,false,0,5
1708,41,35-44, Male,Sales,Sales Executive,Travel_Rarely,Single,10+ Years,8,3,3,4,2,3,3,9241,false,false,0,10
1709,29,25-34,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,3,3,3,4,3,3,3,2974,false,false,0,5
1710,36,35-44,Female,Sales,Sales Representative,Travel_Rarely,Single,10+ Years,7,3,4,3,3,2,3,4502,false,false,0,13
1712,45,45-54, Male,Research & Development,Healthcare Representative,Non-Travel,Married,10+ Years,15,2,3,3,4,2,4,10748,false,false,0,23
1714,24,<25, Male,Human Resources,Human Resources,Travel_Rarely,Married,1-3 Years,0,1,3,4,3,3,3,1555,false,true,1,1
1716,47,45-54, Male,Sales,Sales Executive,Travel_Frequently,Married,10+ Years,5,1,3,3,3,1,3,12936,false,true,1,23
1718,26,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,3-5  Years,2,1,3,4,3,4,3,2305,false,false,0,3
1719,45,45-54,Female,Research & Development,Research Director,Travel_Rarely,Single,10+ Years,6,2,2,4,3,3,3,16704,false,false,0,21
1720,32,25-34, Male,Research & Development,Research Scientist,Travel_Frequently,Married,5-10 Years,2,3,3,1,1,2,3,3433,false,false,0,5
1721,31,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,2,3,3,2,4,4,3,3477,false,false,0,5
1722,41,35-44, Male,Human Resources,Human Resources,Non-Travel,Married,3-5  Years,2,1,2,3,2,3,3,6430,false,false,0,3
1724,40,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,1-3 Years,0,3,1,2,2,3,3,6516,true,false,0,1
1725,24,<25, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,5-10 Years,2,3,1,2,2,4,3,3907,false,false,0,6
1727,46,45-54, Male,Research & Development,Healthcare Representative,Travel_Rarely,Single,10+ Years,7,3,2,3,4,3,3,5562,false,false,0,10
1728,35,35-44, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,5-10 Years,7,3,3,4,2,3,3,6883,false,false,0,7
1729,30,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,10+ Years,0,3,4,2,2,2,3,2862,false,false,0,10
1731,47,45-54, Male,Sales,Sales Executive,Non-Travel,Married,1-3 Years,0,3,2,3,4,1,3,4978,false,false,0,1
1732,46,45-54, Male,Sales,Sales Executive,Travel_Rarely,Divorced,10+ Years,6,3,4,3,2,2,3,10368,true,false,0,10
1733,36,35-44, Male,Sales,Sales Executive,Travel_Rarely,Divorced,1-3 Years,2,2,1,2,2,3,3,6134,true,true,1,2
1734,32,25-34, Male,Sales,Sales Executive,Travel_Rarely,Single,<1Year,0,1,2,1,2,3,3,6735,false,true,1,0
1735,23,<25,Female,Research & Development,Laboratory Technician,Travel_Rarely,Single,3-5  Years,2,3,2,3,3,1,3,3295,false,false,0,3
1736,31,25-34,Female,Research & Development,Manufacturing Director,Travel_Frequently,Single,5-10 Years,4,3,4,4,4,2,4,5238,false,false,0,5
1737,39,35-44, Male,Research & Development,Laboratory Technician,Non-Travel,Married,5-10 Years,8,3,4,4,4,3,3,6472,true,false,0,9
1739,32,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,3-5  Years,3,1,3,4,3,1,3,9610,false,false,0,4
1740,40,35-44, Male,Sales,Manager,Travel_Rarely,Single,10+ Years,8,3,2,2,2,2,3,19833,false,false,0,21
1744,45,45-54,Female,Human Resources,Human Resources,Travel_Rarely,Married,5-10 Years,0,1,3,3,3,4,4,9756,false,false,0,5
1745,30,25-34,Female,Research & Development,Research Scientist,Travel_Frequently,Single,5-10 Years,7,2,1,4,4,3,3,4968,false,false,0,9
1746,24,<25, Male,Human Resources,Human Resources,Travel_Frequently,Married,1-3 Years,2,3,4,1,4,3,3,2145,false,false,0,2
1747,30,25-34,Female,Human Resources,Human Resources,Travel_Frequently,Divorced,3-5  Years,2,2,4,3,3,2,3,2180,false,true,1,4
1749,31,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,2,3,3,1,3,3,3,8346,false,false,0,5
1751,27,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,2,3,4,3,3,2,3,3445,false,false,0,6
1752,29,25-34,Female,Sales,Sales Representative,Travel_Rarely,Single,1-3 Years,2,1,2,2,3,3,3,2760,false,true,1,2
1753,29,25-34, Male,Research & Development,Healthcare Representative,Travel_Frequently,Single,3-5  Years,2,4,3,4,4,4,3,6294,true,false,0,3
1754,30,25-34, Male,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,7,2,1,3,1,3,3,7140,false,false,0,7
1755,34,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,0,4,4,4,1,3,3,2932,true,false,0,5
1756,33,25-34,Female,Sales,Sales Executive,Non-Travel,Single,10+ Years,7,3,2,4,4,2,3,5147,false,false,0,11
1757,49,45-54,Female,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,1,3,4,4,3,4,3,4507,false,false,0,5
1758,33,25-34,Female,Sales,Sales Executive,Travel_Rarely,Single,<1Year,0,3,1,1,3,2,4,8564,true,true,1,0
1760,38,35-44,Female,Research & Development,Laboratory Technician,Travel_Frequently,Married,5-10 Years,1,2,2,3,2,2,3,2468,false,false,0,6
1761,31,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,1-3 Years,0,3,3,1,1,3,3,8161,false,true,1,1
1762,29,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Divorced,1-3 Years,0,2,1,4,3,3,3,2109,false,false,0,1
1763,30,25-34, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,5-10 Years,0,4,3,3,3,3,3,5294,false,false,0,7
1764,32,25-34, Male,Research & Development,Research Scientist,Non-Travel,Single,5-10 Years,7,3,2,2,2,3,3,2718,false,false,0,7
1766,38,35-44, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,1-3 Years,0,1,4,2,3,3,3,5811,true,false,0,1
1767,43,35-44, Male,Research & Development,Research Scientist,Travel_Frequently,Married,1-3 Years,0,2,3,3,4,3,3,2437,true,true,1,1
1768,42,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,5-10 Years,3,3,2,2,2,2,4,2766,false,false,0,5
1770,55,55+, Male,Research & Development,Research Director,Travel_Rarely,Married,1-3 Years,0,2,1,3,2,3,3,19038,false,false,0,1
1771,33,25-34, Male,Research & Development,Research Scientist,Non-Travel,Divorced,5-10 Years,8,3,2,4,4,2,3,3055,false,false,0,9
1772,41,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,5-10 Years,3,3,1,3,2,3,4,2289,false,false,0,5
1774,34,25-34, Male,Sales,Sales Executive,Non-Travel,Divorced,10+ Years,14,3,3,4,3,3,3,4001,true,false,0,15
1775,53,45-54,Female,Research & Development,Manufacturing Director,Non-Travel,Married,3-5  Years,2,2,3,1,4,2,4,12965,true,false,0,3
1778,43,35-44, Male,Human Resources,Human Resources,Travel_Rarely,Single,5-10 Years,7,3,4,2,2,3,3,3539,false,false,0,9
1779,34,25-34,Female,Sales,Sales Executive,Travel_Rarely,Single,1-3 Years,2,1,4,4,1,3,3,6029,false,false,0,2
1780,21,<25, Male,Sales,Sales Representative,Travel_Rarely,Single,1-3 Years,0,3,2,2,2,3,3,2679,false,true,1,1
1782,38,35-44,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,4,2,3,4,2,3,3,3702,false,false,0,5
1783,22,<25,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,1-3 Years,0,3,1,3,3,3,3,2398,true,true,1,1
1784,31,25-34,Female,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,7,2,4,1,1,3,3,5468,false,false,0,12
1786,51,45-54,Female,Research & Development,Manager,Travel_Rarely,Married,1-3 Years,2,3,3,1,4,3,3,13116,false,false,0,2
1787,37,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,2,2,2,2,1,3,3,4189,false,false,0,5
1789,46,45-54, Male,Research & Development,Research Director,Travel_Rarely,Divorced,1-3 Years,1,3,4,3,3,3,3,19328,true,false,0,2
1790,36,35-44, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,10+ Years,8,3,1,4,4,3,3,8321,true,false,0,12
1792,44,35-44, Male,Research & Development,Research Scientist,Travel_Frequently,Divorced,5-10 Years,3,3,2,3,3,2,3,2342,true,true,1,5
1794,37,35-44, Male,Human Resources,Human Resources,Travel_Rarely,Divorced,10+ Years,0,3,2,3,3,2,3,4071,false,false,0,10
1797,35,35-44, Male,Sales,Sales Executive,Travel_Rarely,Single,10+ Years,7,3,4,3,4,3,3,5813,true,true,1,10
1798,33,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,10+ Years,8,4,1,4,2,3,3,3143,false,false,0,10
1799,28,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,3,3,4,3,3,4,3,2044,false,false,0,5
1800,39,35-44, Male,Research & Development,Research Director,Travel_Rarely,Single,3-5  Years,3,3,3,3,3,3,4,13464,false,false,0,4
1801,46,45-54, Male,Sales,Sales Executive,Non-Travel,Single,1-3 Years,2,2,2,2,3,3,3,7991,false,false,0,2
1802,40,35-44,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,3-5  Years,3,3,1,3,4,2,3,3377,false,false,0,4
1803,42,35-44, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,<1Year,0,4,1,2,3,2,3,5538,false,false,0,0
1804,35,35-44, Male,Research & Development,Manufacturing Director,Non-Travel,Divorced,5-10 Years,7,3,4,2,3,3,3,5762,false,false,0,7
1805,38,35-44, Male,Human Resources,Human Resources,Non-Travel,Divorced,10+ Years,10,3,2,1,4,3,3,2592,false,false,0,11
1807,34,25-34, Male,Research & Development,Laboratory Technician,Travel_Frequently,Married,5-10 Years,1,3,1,4,3,2,3,5346,false,true,1,7
1809,37,35-44, Male,Research & Development,Manufacturing Director,Travel_Rarely,Single,10+ Years,3,3,1,4,2,1,3,4213,false,true,1,10
1812,39,35-44, Male,Sales,Sales Executive,Travel_Frequently,Divorced,1-3 Years,1,3,4,3,4,3,3,4127,false,false,0,2
1813,43,35-44, Male,Research & Development,Research Scientist,Non-Travel,Single,3-5  Years,2,3,3,1,3,2,3,2438,false,false,0,3
1814,41,35-44, Male,Research & Development,Healthcare Representative,Travel_Rarely,Single,3-5  Years,2,4,2,2,1,1,3,6870,false,false,0,3
1815,41,35-44,Female,Sales,Sales Executive,Travel_Rarely,Divorced,10+ Years,14,3,3,3,4,4,3,10447,true,false,0,22
1816,30,25-34,Female,Research & Development,Manufacturing Director,Travel_Rarely,Single,5-10 Years,7,3,3,1,2,3,3,9667,false,false,0,7
1818,26,25-34,Female,Human Resources,Human Resources,Travel_Rarely,Married,5-10 Years,1,3,2,4,3,3,3,2148,true,true,1,5
1821,46,45-54,Female,Research & Development,Healthcare Representative,Travel_Rarely,Married,5-10 Years,7,3,2,4,4,4,4,8926,false,true,1,9
1822,40,35-44,Female,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,5-10 Years,3,3,4,3,4,3,3,6513,false,false,0,5
1823,34,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,8,4,3,2,3,3,4,6799,false,false,0,10
1824,58,55+, Male,Sales,Manager,Non-Travel,Divorced,10+ Years,9,3,2,2,4,2,4,16291,false,false,0,16
1826,35,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,4,1,3,2,2,4,3,2705,false,false,0,5
1827,47,45-54,Female,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,10+ Years,11,2,2,3,3,3,3,10333,true,false,0,22
1829,40,35-44,Female,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,5-10 Years,4,3,1,2,2,3,3,4448,false,false,0,7
1830,54,45-54,Female,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,1,3,4,4,2,2,3,6854,false,false,0,7
1833,31,25-34,Female,Sales,Sales Executive,Travel_Frequently,Married,3-5  Years,2,3,1,1,4,3,3,9637,false,false,0,3
